Character	Dialog
LADY MACBETH	The Thane of Fife had a wife: where is she now? What! will these hands ne'er be clean? No more o' that, my lord, no more o' that: you mar all with this starting.
LADY MACBETH	Here's the smell of the blood still: all the perfumes of Arabia will not sweeten this little hand. Oh! oh! oh!
LADY MACBETH	Wash your hands, put on your night-gown; look not so pale. I tell you yet again, Banquo's buried; he cannot come out on 's grave.
LADY MACBETH	To bed, to bed: there's knocking at the gate. Come, come, come, come, give me your hand. What's done cannot be undone.
LADY MACBETH	To bed, to bed, to bed.
LAERTES	Dread my lord,
LAERTES	Your leave and favour to return to France;
LAERTES	From whence though willingly I came to Denmark,
LAERTES	To show my duty in your coronation,
LAERTES	Yet now, I must confess, that duty done,
LAERTES	My thoughts and wishes bend again toward France
LAERTES	And bow them to your gracious leave and pardon.
LAERTES	My necessaries are embark'd; farewell:
LAERTES	And, sister, as the winds give benefit
LAERTES	And convoy is assistant, do not sleep,
LAERTES	But let me hear from you.
LAERTES	For Hamlet, and the trifling of his favour,
LAERTES	Hold it a fashion and a toy in blood,
LAERTES	A violet in the youth of primy nature,
LAERTES	Forward, not permanent, sweet, not lasting,
LAERTES	The perfume and suppliance of a minute;
LAERTES	No more.
LAERTES	Think it no more:
LAERTES	For nature, crescent, does not grow alone
LAERTES	In thews and bulk; but, as this temple waxes,
LAERTES	The inward service of the mind and soul
LAERTES	Grows wide withal. Perhaps he loves you now,
LAERTES	And now no soil nor cautel doth besmirch
LAERTES	The virtue of his will; but you must fear,
LAERTES	His greatness weigh'd, his will is not his own,
LAERTES	For he himself is subject to his birth;
LAERTES	He may not, as unvalu'd persons do,
LAERTES	Carve for himself, for on his choice depends
LAERTES	The safety and the health of the whole state;
LAERTES	And therefore must his choice be circumscrib'd
LAERTES	Unto the voice and yielding of that body
LAERTES	Whereof he is the head. Then if he says he loves you,
LAERTES	It fits your wisdom so far to believe it
LAERTES	As he in his particular act and place
LAERTES	May give his saying deed; which is no further
LAERTES	Than the main voice of Denmark goes withal.
LAERTES	Then weigh what loss your honour may sustain,
LAERTES	If with too credent ear you list his songs,
LAERTES	Or lose your heart, or your chaste treasure open
LAERTES	To his unmaster'd importunity.
LAERTES	Fear it, Ophelia, fear it, my dear sister;
LAERTES	And keep you in the rear of your affection,
LAERTES	Out of the shot and danger of desire.
LAERTES	The chariest maid is prodigal enough
LAERTES	If she unmask her beauty to the moon;
LAERTES	Virtue herself 'scapes not calumnious strokes;
LAERTES	The canker galls the infants of the spring
LAERTES	Too oft before their buttons be disclos'd,
LAERTES	And in the morn and liquid dew of youth
LAERTES	Contagious blastments are most imminent.
LAERTES	Be wary then; best safety lies in fear:
LAERTES	Youth to itself rebels, though none else near.
LAERTES	O! fear me not.
LAERTES	I stay too long; but here my father comes.
LAERTES	A double blessing is a double grace;
LAERTES	Occasion smiles upon a second leave.
LAERTES	Most humbly do I take my leave, my lord.
LAERTES	Farewell, Ophelia; and remember well
LAERTES	What I have said to you.
LAERTES	Farewell.
LAERTES	Where is the king? Sirs, stand you all without.
LAERTES	I pray you, give me leave.
LAERTES	I thank you: keep the door. O thou vile king!
LAERTES	Give me my father.
LAERTES	That drop of blood that's calm proclaims me bastard,
LAERTES	Cries cuckold to my father, brands the harlot
LAERTES	Even here, between the chaste unsmirched brow
LAERTES	Of my true mother.
LAERTES	Where is my father?
LAERTES	How came he dead? I'll not be juggled with.
LAERTES	To hell, allegiance! vows, to the blackest devil!
LAERTES	Conscience and grace, to the profoundest pit!
LAERTES	I dare damnation. To this point I stand,
LAERTES	That both the worlds I give to negligence,
LAERTES	Let come what comes; only I'll be reveng'd
LAERTES	Most throughly for my father.
LAERTES	My will, not all the world:
LAERTES	And, for my means, I'll husband them so well,
LAERTES	They shall go far with little.
LAERTES	None but his enemies.
LAERTES	To his good friends thus wide I'll ope my arms;
LAERTES	And like the kind life-rendering pelican,
LAERTES	Repast them with my blood.
LAERTES	How now! what noise is that?
LAERTES	O heat, dry up my brains! tears seven times salt,
LAERTES	Burn out the sense and virtue of mine eye;
LAERTES	By heaven, thy madness shall be paid by weight,
LAERTES	Till our scale turn the beam. O rose of May!
LAERTES	Dear maid, kind sister, sweet Ophelia!
LAERTES	O heavens! is't possible a young maid's wits
LAERTES	Should be as mortal as an old man's life?
LAERTES	Nature is fine in love, and where 'tis fine
LAERTES	It sends some precious instance of itself
LAERTES	After the thing it loves.
LAERTES	Hadst thou thy wits, and didst persuade revenge,
LAERTES	It could not move thus.
LAERTES	This nothing's more than matter.
LAERTES	A document in madness, thoughts and remembrance fitted.
LAERTES	Thought and affliction, passion, hell itself,
LAERTES	She turns to favour and to prettiness.
LAERTES	Do you see this, O God?
LAERTES	Let this be so:
LAERTES	His means of death, his obscure burial,
LAERTES	No trophy, sword, nor hatchment o'er his bones,
LAERTES	No noble rite nor formal ostentation,
LAERTES	Cry to be heard, as 'twere from heaven to earth,
LAERTES	That I must call 't in question.
LAERTES	It well appears: but tell me
LAERTES	Why you proceeded not against these feats,
LAERTES	So crimeful and so capital in nature,
LAERTES	As by your safety, wisdom, all things else,
LAERTES	You mainly were stirr'd up.
LAERTES	And so have I a noble father lost;
LAERTES	A sister driven into desperate terms,
LAERTES	Whose worth, if praises may go back again,
LAERTES	Stood challenger on mount of all the age
LAERTES	For her perfections. But my revenge will come.
LAERTES	Know you the hand?
LAERTES	I'm lost in it, my lord. But let him come:
LAERTES	It warms the very sickness in my heart,
LAERTES	That I shall live and tell him to his teeth,
LAERTES	'Thus diddest thou.'
LAERTES	Ay, my lord;
LAERTES	So you will not o'er-rule me to a peace.
LAERTES	My lord, I will be rul'd;
LAERTES	The rather, if you could devise it so
LAERTES	That I might be the organ.
LAERTES	What part is that, my lord?
LAERTES	A Norman was 't?
LAERTES	Upon my life, Lamord.
LAERTES	I know him well; he is the brooch indeed
LAERTES	And gem of all the nation.
LAERTES	What out of this, my lord?
LAERTES	Why ask you this?
LAERTES	To cut his throat i' the church.
LAERTES	I will do 't;
LAERTES	And, for that purpose, I'll anoint my sword.
LAERTES	I bought an unction of a mountebank,
LAERTES	So mortal that, but dip a knife in it,
LAERTES	Where it draws blood no cataplasm so rare,
LAERTES	Collected from all simples that have virtue
LAERTES	Under the moon, can save the thing from death
LAERTES	That is but scratch'd withal; I'll touch my point
LAERTES	With this contagion, that, if I gall him slightly,
LAERTES	It may be death.
LAERTES	Drown'd! O, where?
LAERTES	Alas! then, she is drown'd?
LAERTES	Too much of water hast thou, poor Ophelis,
LAERTES	And therefore I forbid my tears; but yet
LAERTES	It is our trick, nature her custom holds,
LAERTES	Let shame say what it will; when these are gone
LAERTES	The woman will be out. Adieu, my lord!
LAERTES	I have a speech of fire, that fain would blaze,
LAERTES	But that this folly douts it.
LAERTES	What ceremony else?
LAERTES	What ceremony else?
LAERTES	Must there no more be done?
LAERTES	Lay her i' the earth;
LAERTES	And from her fair and unpolluted flesh
LAERTES	May violets spring! I tell thee, churlish priest,
LAERTES	A ministering angel shall my sister be,
LAERTES	When thou liest howling.
LAERTES	O! treble woe
LAERTES	Fall ten times treble on that cursed head
LAERTES	Whose wicked deed thy most ingenious sense
LAERTES	Depriv'd thee of. Hold off the earth awhile,
LAERTES	Till I have caught her once more in mine arms.
LAERTES	Now pile your dust upon the quick and dead,
LAERTES	Till of this flat a mountain you have made,
LAERTES	To o'er-top old Pelion or the skyish head
LAERTES	Of blue Olympus.
LAERTES	The devil take thy soul!
LAERTES	I am satisfied in nature,
LAERTES	Whose motive, in this case, should stir me most
LAERTES	To my revenge; but in my terms of honour
LAERTES	I stand aloof, and will no reconcilement,
LAERTES	Till by some elder masters, of known honour,
LAERTES	I have a voice and precedent of peace,
LAERTES	To keep my name ungor'd. But till that time,
LAERTES	I do receive your offer'd love like love,
LAERTES	And will not wrong it.
LAERTES	Come, one for me.
LAERTES	You mock me, sir.
LAERTES	This is too heavy; let me see another.
LAERTES	Come, my lord.
LAERTES	No.
LAERTES	Well; again.
LAERTES	A touch, a touch, I do confess.
LAERTES	My lord, I'll hit him now.
LAERTES	And yet 'tis almost 'gainst my conscience.
LAERTES	Say you so? come on.
LAERTES	Have at you now.
LAERTES	Why, as a woodcock to mine own springe, Osric;
LAERTES	I am justly kill'd with mine own treachery.
LAERTES	It is here, Hamlet. Hamlet, thou art slain;
LAERTES	No medicine in the world can do thee good;
LAERTES	In thee there is not half an hour of life;
LAERTES	The treacherous instrument is in thy hand,
LAERTES	Unbated and envenom'd. The foul practice
LAERTES	Hath turn'd itself on me; lo! here I lie,
LAERTES	Never to rise again. Thy mother's poison'd.
LAERTES	I can no more. The king, the king's to blame.
LAERTES	He is justly serv'd;
LAERTES	It is a poison temper'd by himself.
LAERTES	Exchange forgiveness with me, noble Hamlet:
LAERTES	Mine and my father's death come not upon thee,
LAERTES	Nor thine on me!
MACBETH	So foul and fair a day I have not seen.
MACBETH	Speak, if you can: what are you?
MACBETH	Stay, you imperfect speakers, tell me more:
MACBETH	By Sinel's death I know I am Thane of Glamis;
MACBETH	But how of Cawdor? the Thane of Cawdor lives,
MACBETH	A prosperous gentleman; and to be king
MACBETH	Stands not within the prospect of belief
MACBETH	No more than to be Cawdor. Say, from whence
MACBETH	You owe this strange intelligence? or why
MACBETH	Upon this blasted heath you stop our way
MACBETH	With such prophetic greeting? Speak, I charge you.
MACBETH	Into the air, and what seem'd corporal melted
MACBETH	As breath into the wind. Would they had stay'd!
MACBETH	Your children shall be kings.
MACBETH	And Thane of Cawdor too; went it not so?
MACBETH	The Thane of Cawdor lives: why do you dress me
MACBETH	In borrow'd robes?
MACBETH	Glamis, and Thane of Cawdor:
MACBETH	The greatest is behind.
MACBETH	Thanks for your pains.
MACBETH	Do you not hope your children shall be kings,
MACBETH	When those that gave the Thane of Cawdor to me
MACBETH	Promis'd no less to them?
MACBETH	Two truths are told,
MACBETH	As happy prologues to the swelling act
MACBETH	Of the imperial theme. I thank you, gentlemen.
MACBETH	This supernatural soliciting
MACBETH	Cannot be ill, cannot be good; if ill,
MACBETH	Why hath it given me earnest of success,
MACBETH	Commencing in a truth? I am Thane of Cawdor:
MACBETH	If good, why do I yield to that suggestion
MACBETH	Whose horrid image doth unfix my hair
MACBETH	And make my seated heart knock at my ribs,
MACBETH	Against the use of nature? Present fears
MACBETH	Are less than horrible imaginings;
MACBETH	My thought, whose murder yet is but fantastical,
MACBETH	Shakes so my single state of man that function
